id	Question	Model answer	Acceptable?	gpt-4
124	who lived in jamestown before the arrival of the english	Powhatan Indians	Yes	Yes, the candidate is correct. The Powhatan Indians lived in the area around Jamestown before the arrival of the English settlers.
124	who lived in jamestown before the arrival of the english	virginia native americans	Yes	Yes, the candidate is correct. Before the arrival of the English, Jamestown was inhabited by Virginia Native Americans, specifically the Powhatan tribe.
124	who lived in jamestown before the arrival of the english	dutch	No	No, the candidate is not correct. The area of Jamestown was inhabited by Native American tribes, specifically the Powhatan Confederacy, before the arrival of the English.
125	when did the first fleet arive in australia	18–20 January 1788	Yes	Yes, the candidate is correct. The First Fleet arrived in Australia between 18-20 January 1788.
125	when did the first fleet arive in australia	January 26 , 1788	No	No, the candidate is incorrect. The first fleet arrived in Australia on 18 January 1788, not January 26, 1788.
125	when did the first fleet arive in australia	The First Fleet arrived in Australia on January 26, 1788.	No	No, the candidate is incorrect. The correct answer is 18 January 1788.
125	when did the first fleet arive in australia	13 May 1787	No	No, the candidate is not correct. The First Fleet arrived in Australia on 18 January 1788.
125	when did the first fleet arive in australia	1788	Yes	Yes, the candidate is correct. The First Fleet arrived in Australia on 18 January 1788.
125	when did the first fleet arive in australia	18 January 1850	No	No, the candidate is not correct. The correct answer is 18 January 1788.
125	when did the first fleet arive in australia	18 to 20 January 1788	Yes	Yes, the candidate is correct. The First Fleet arrived in Australia between 18 and 20 January 1788.
125	when did the first fleet arive in australia	18 January 1788	Yes	Yes, the candidate is correct. The First Fleet arrived in Australia on 18 January 1788.
126	what happens when an air mass is pushed up and over a mountain range	precipitation	Yes	Yes, the candidate is correct. When an air mass is pushed up and over a mountain range due to orographic lift, it cools and condenses, leading to the formation of clouds and precipitation.
126	what happens when an air mass is pushed up and over a mountain range	When an air mass is pushed up and over a mountain range, it is forced to cool and condense, resulting in precipitation.	Yes	Yes, the candidate is correct. When an air mass is pushed up and over a mountain range, it experiences orographic lift, which forces the air to cool and condense, resulting in precipitation.
126	what happens when an air mass is pushed up and over a mountain range	It is forced to cool and condense, forming clouds and precipitation.	Yes	Yes, the candidate is correct. When an air mass is pushed up and over a mountain range due to orographic lift, it is forced to cool and condense, which leads to the formation of clouds and precipitation.
126	what happens when an air mass is pushed up and over a mountain range	clouds	No	No, the candidate is not correct. The correct answer is Orographic lift, which is the process of air being forced to rise over a mountain range. This can lead to the formation of clouds and precipitation, but the candidate's answer of "clouds" does not accurately describe the process itself.
126	what happens when an air mass is pushed up and over a mountain range	orographic lift	Yes	Yes, the candidate is correct.
127	where is the setting for beauty and the beast	France.	Yes	Yes, the candidate is correct.
127	where is the setting for beauty and the beast	france	Yes	Yes, the candidate is correct.
127	where is the setting for beauty and the beast	French village	Yes	Yes, the candidate is correct. The setting for Beauty and the Beast is a French village in Rococo-era France.
128	who did the voiceover in michael jackson's thriller	Vincent Price.	Yes	Yes, the candidate is correct.
128	who did the voiceover in michael jackson's thriller	vincent price	Yes	Yes, the candidate is correct.
129	what is the most common cause of right ventricular heart failure	Left-sided heart failure	Yes	Yes, the candidate is correct. Left-sided heart failure is one of the most common causes of right ventricular heart failure.
129	what is the most common cause of right ventricular heart failure	pulmonary hypertension	No	No, the candidate is not correct. The most common cause of right ventricular heart failure is pulmonary heart disease or left-sided heart failure. Pulmonary hypertension can contribute to right ventricular heart failure, but it is not the most common cause.
129	what is the most common cause of right ventricular heart failure	pulmonary heart disease	Yes	Yes, the candidate is correct. Pulmonary heart disease, also known as cor pulmonale, is a common cause of right ventricular heart failure.
129	what is the most common cause of right ventricular heart failure	The most common cause of right ventricular heart failure is left ventricular systolic dysfunction.	Yes	Yes, the candidate is correct. Left ventricular systolic dysfunction, which can lead to left-sided heart failure, is a common cause of right ventricular heart failure. Pulmonary heart disease is also a common cause.
130	when will the flash season 4 episode 14 coming out	May 22, 2018	No	No, the candidate is not correct.
130	when will the flash season 4 episode 14 coming out	April 10, 2018	No	No, the candidate is not correct.
130	when will the flash season 4 episode 14 coming out	April 22, 2018	No	No, the candidate is not correct. The correct answer is February 27, 2018.
130	when will the flash season 4 episode 14 coming out	February 27, 2018	Yes	Yes, the candidate is correct.
130	when will the flash season 4 episode 14 coming out	November 14 2017	No	No, the candidate is not correct. The correct answer is February 27, 2018.
130	when will the flash season 4 episode 14 coming out	The Flash Season 4 Episode 14 will air on Tuesday, March 13, 2018.	No	No, the candidate is not correct.
130	when will the flash season 4 episode 14 coming out	April 16, 2018	No	No, the candidate is not correct.
130	when will the flash season 4 episode 14 coming out	March 13 , 2018	No	No, the candidate is not correct. The correct answer is February 27, 2018.
130	when will the flash season 4 episode 14 coming out	March 1, 2018	No	No, the candidate is not correct. The correct date is February 27, 2018.
131	who sang rip it up and start again	Orange Juice	Yes	Yes, the candidate is correct.
131	who sang rip it up and start again	scottish post punk band orange juice	Yes	Yes, the candidate is correct.
131	who sang rip it up and start again	The Human League	No	No, the candidate is not correct.
131	who sang rip it up and start again	The song "Rip It Up and Start Again" was performed by the British band Orange Juice.	Yes	Yes, the candidate is correct.
131	who sang rip it up and start again	scottish post - punk band orange juice	Yes	Yes, the candidate is correct.
132	what was the city of beijing previously known as	Beiping	No	No, the candidate is not correct. The city of Beijing was previously known as Peking.
132	what was the city of beijing previously known as	peking	Yes	Yes, the candidate is correct.
132	what was the city of beijing previously known as	Beijing was previously known as Peking.	Yes	Yes, the candidate is correct.
132	what was the city of beijing previously known as	Youzhou, Nanjing	No	No, the candidate is not correct. The city of Beijing was previously known as Peking.
132	what was the city of beijing previously known as	Jicheng	No	No, the candidate is not correct. The city of Beijing was previously known as Peking.
132	what was the city of beijing previously known as	Jingshi	No	No, the candidate is not correct. The city of Beijing was previously known as Peking.
133	who won the men's ice skating 2018	yuzuru hanyu	Yes	Yes, the candidate is correct.
133	who won the men's ice skating 2018	Yuzuru Hanyu of Japan won the men's ice skating gold medal at the 2018 Winter Olympics.	Yes	Yes, the candidate is correct.
134	who does luke skywalker fall in love with	Princess Leia	No	No, the candidate is not correct. Luke Skywalker falls in love with Mara Jade, not Princess Leia.
134	who does luke skywalker fall in love with	Leia Organa	No	No, the candidate is not correct.
134	who does luke skywalker fall in love with	Mara Jade	Yes	Yes, the candidate is correct.
